Position;Track_Name;Artist;Streams;Date
50;À la folie;Booba;53319;2017-12-26
51;Je pense à toi;Hornet La Frappe;52025;2017-12-26
52;Stargazing;Kygo;51118;2017-12-26
53;Dommage;Bigflo & Oli;50268;2017-12-26
54;Too Good At Goodbyes;Sam Smith;49416;2017-12-26
55;I Miss You (feat. Julia Michaels);Clean Bandit;48842;2017-12-26
56;Bob Marley;Dadju;48550;2017-12-26
57;Échame La Culpa;Luis Fonsi;47895;2017-12-26
58;Whatever It Takes;Imagine Dragons;47616;2017-12-26
59;A Different Way (with Lauv);DJ Snake;47473;2017-12-26
60;Lonely Together (feat. Rita Ora);Avicii;47314;2017-12-26
61;Nougat;Booba;47027;2017-12-26
62;All Stars;Martin Solveig;46889;2017-12-26
63;Γ. Mosaïque solitaire;Damso;46862;2017-12-26
64;Terrain;Booba;46769;2017-12-26
65;N. J Respect R;Damso;46522;2017-12-26
66;All I Want for Christmas Is You;Mariah Carey;45782;2017-12-26
67;DKR - Bonus Track;Booba;45140;2017-12-26
68;Dirty Sexy Money (feat. Charli XCX & French Montana);David Guetta;44304;2017-12-26
69;Sous contrôle;Dadju;43964;2017-12-26
70;How Long;Charlie Puth;43862;2017-12-26
71;Je vais t'oublier;Jul;43794;2017-12-26
72;Jusqu'au dernier gramme;PNL;43321;2017-12-26
73;What About Us;P!nk;43201;2017-12-26
74;So Far Away;Martin Garrix;43198;2017-12-26
75;La tête dans les nuages;Jul;42919;2017-12-26
76;Silence;Marshmello;42907;2017-12-26
77;Santa's Coming For Us;Sia;41929;2017-12-26
78;Diarabi;Kaaris;41384;2017-12-26
79;I Like Me Better;Lauv;41201;2017-12-26
80;La fête est finie;Orelsan;41137;2017-12-26
81;Délicieuse;Jul;40710;2017-12-26
82;O'KCLH;4Keus Gang;40675;2017-12-26
83;Maghrébin;Hornet La Frappe;40613;2017-12-26
84;Henrico;Jul;40059;2017-12-26
85;1-800-273-8255;Logic;39811;2017-12-26
86;Story X;Niska;39767;2017-12-26
87;Veux-tu ?;Lacrim;39432;2017-12-26
88;Notes pour trop tard (feat. Ibeyi);Orelsan;39174;2017-12-26
89;San;Orelsan;37674;2017-12-26
90;Comme si de rien n'était;Dadju;37424;2017-12-26
91;No Roots;Alice Merton;36734;2017-12-26
92;"Je suis gninnin, je suis bien";Kaaris;36101;2017-12-26
93;Ma fierté;Dadju;35819;2017-12-26
94;Zone (feat. Nekfeu & Dizzee Rascal);Orelsan;35647;2017-12-26
95;Onizuka;PNL;35619;2017-12-26
96;Christophe (feat. Maître Gims);Orelsan;35387;2017-12-26
97;Oublie-le;Dadju;35135;2017-12-26
98;Chasse à l'homme;Niska;34242;2017-12-26
99;E.L.E.P.H.A.N.T - Bonus Track;Booba;34233;2017-12-26
100;États d'Amour;Amir;34228;2017-12-26
101;Je te promets;Johnny Hallyday;34075;2017-12-26
102;Rose;Ninho;34035;2017-12-26
103;Vide;13 Block;34012;2017-12-26
104;Leave a Light On;Tom Walker;33889;2017-12-26
105;Danser;Lisandro Cuxi;33661;2017-12-26
106;Django;Dadju;33537;2017-12-26
107;Get It Right (feat. MØ);Diplo;33306;2017-12-26
108;Yeux disent;Lomepal;33230;2017-12-26
109;Fallait pas;Marwa Loud;32903;2017-12-26
110;Elle m'a eu;Ninho;32859;2017-12-26
111;Laisse pas traîner ton fils (feat. Sofiane);Ninho;32839;2017-12-26
112;Anywhere;Rita Ora;32751;2017-12-26
113;Thunder;Imagine Dragons;32734;2017-12-26
114;La pluie (feat. Stromae);Orelsan;32354;2017-12-26
115;Paradis;Orelsan;32210;2017-12-26
116;Amigo;Jul;32122;2017-12-26
117;La vache;Sadek;32049;2017-12-26
118;Lionne;Dadju;31905;2017-12-26
119;Man's Not Hot;Big Shaq;31888;2017-12-26
120;Naked;James Arthur;31869;2017-12-26
121;I Believe I'm Fine;Robin Schulz;31800;2017-12-26
122;XO TOUR Llif3;Lil Uzi Vert;31379;2017-12-26
123;Pull in up;Hayce Lemsi;30932;2017-12-26
124;Koussi koussa;Kalash;30756;2017-12-26
125;Quand est-ce que ça s'arrête;Orelsan;30745;2017-12-26
126;Good Old Days (feat. Kesha);Macklemore;30324;2017-12-26
127;Fume à fond;Lorenzo;30267;2017-12-26
128;Darkside (with Ty Dolla $ign & Future feat. Kiiara);Ty Dolla $ign;29838;2017-12-26
129;Gericault;Lacrim;29305;2017-12-26
130;Mi Gente (feat. Beyoncé);J Balvin;29208;2017-12-26
131;Havana;Hayce Lemsi;28924;2017-12-26
132;Suis-moi;Alonzo;28733;2017-12-26
133;Gramme 2 peuf;Hornet La Frappe;28488;2017-12-26
134;Si t'étais là;Louane;28450;2017-12-26
135;"Pierre, feuille, papier, ciseaux";Columbine;28427;2017-12-26
136;Bené;PNL;28313;2017-12-26
137;Orion;MMZ;28290;2017-12-26
138;Déjà trouvé;Dadju;28227;2017-12-26
139;Real Friends;Camila Cabello;28140;2017-12-26
140;Believer;Imagine Dragons;28119;2017-12-26
141;Bonne meuf;Orelsan;28017;2017-12-26
142;B. #QuedusaalVie;Damso;27613;2017-12-26
143;Α. Nwaar Is The New Black;Damso;27546;2017-12-26
144;Jocelyn Flores;XXXTENTACION;27469;2017-12-26
145;Seconde chance;Dadju;27404;2017-12-26
146;Beautiful Trauma;P!nk;27376;2017-12-26
147;Dead ça;Hornet La Frappe;27350;2017-12-26
148;Bank Account;21 Savage;27171;2017-12-26
149;C'est pas bon;Abou Debeing;27117;2017-12-26
150;Mauvaise graine;Nekfeu;27073;2017-12-26
151;Ce soir ne sors pas;Lacrim;27053;2017-12-26
152;Amour X;Niska;26937;2017-12-26
153;B.O.C;Niska;26806;2017-12-26
154;Mask Off;Future;26690;2017-12-26
155;Kébra;Kaaris;26690;2017-12-26
156;Dozo;Kaaris;26140;2017-12-26
157;Feels;Calvin Harris;26076;2017-12-26
158;Despacito (Featuring Daddy Yankee);Luis Fonsi;26059;2017-12-26
159;Ghetto;Benash;25813;2017-12-26
160;Intuition;Dadju;25808;2017-12-26
161;Attention;Charlie Puth;25777;2017-12-26
162;More Than You Know;Axwell /\ Ingrosso;25691;2017-12-26
163;Last Christmas;Wham!;25512;2017-12-26
164;"Dans ma ville, on traîne";Orelsan;25489;2017-12-26
165;Mi Corazón;DJ Sem;25447;2017-12-26
166;Trouvez-la moi;Dadju;25409;2017-12-26
167;MMM;Naza;25407;2017-12-26
168;Ou lalala;Jul;25322;2017-12-26
169;Mehdi;Marwa Loud;25287;2017-12-26
170;Le sens des affaires;Naps;25260;2017-12-26
171;L'envie;Johnny Hallyday;25253;2017-12-26
172;Grace;Rag'n'Bone Man;25223;2017-12-26
173;Be Mine;Ofenbach;25176;2017-12-26
174;Intocable;Lacrim;25175;2017-12-26
175;La lumière;Orelsan;25137;2017-12-26
176;Joga O Bum Bum Tam Tam;MC Fioti;24975;2017-12-26
177;Life;Hamza;24870;2017-12-26
178;Snapchat;Niska;24611;2017-12-26
179;Maléfique;Djadja & Dinaz;24380;2017-12-26
180;Comme les gens d'ici;Jul;23859;2017-12-26
181;Sunset Lover;Petit Biscuit;23843;2017-12-26
182;Mauvaise journée;Jul;23842;2017-12-26
183;HUMBLE.;Kendrick Lamar;23610;2017-12-26
184;Chino;Ninho;23278;2017-12-26
185;Tous les mêmes;Lacrim;23207;2017-12-26
186;Chocolat (feat. Awa);Lartiste;23197;2017-12-26
187;Infréquentables;Dosseh;23022;2017-12-26
188;No Limit;G-Eazy;23017;2017-12-26
189;PDCV (Pas dans cette vie);Dosseh;22941;2017-12-26
190;Walk On Water (feat. Beyoncé);Eminem;22714;2017-12-26
191;Naha;PNL;22483;2017-12-26
192;Dans la lune;Sadek;22256;2017-12-26
193;Détrôné;Rohff;22222;2017-12-26
194;Ζ. Kietu;Damso;22156;2017-12-26
195;Ah bon ?;Niska;22106;2017-12-26
196;Say You Won't Let Go;James Arthur;22058;2017-12-26
197;J'ai dit non;Dadju;21988;2017-12-26
198;Jenny;Dadju;21917;2017-12-26
199;MotorSport;Migos;21867;2017-12-26
200;Ouloulou;Dabs;21862;2017-12-26
1;Mwaka Moon;Kalash;172205;2017-12-27
2;rockstar;Post Malone;141831;2017-12-27
3;Friday;Booba;135384;2017-12-27
4;Reine;Dadju;126506;2017-12-27
5;Tueurs;Damso;118824;2017-12-27
6;Havana;Camila Cabello;115273;2017-12-27
7;Salé;Niska;114266;2017-12-27
8;113;Booba;110222;2017-12-27
9;Petite fille;Booba;101432;2017-12-27
10;Bling Bling;Kaaris;97760;2017-12-27
11;Réseaux;Niska;93180;2017-12-27
12;Gucci Gang;Lil Pump;90937;2017-12-27
13;Drapeau noir;Booba;88690;2017-12-27
14;Ridin';Booba;86203;2017-12-27
15;Trône;Booba;81961;2017-12-27
16;Catchu Catchu;Lartiste;79982;2017-12-27
17;Dusk Till Dawn - Radio Edit;ZAYN;79798;2017-12-27
18;Tout va bien;Orelsan;78461;2017-12-27
19;Tuba Life;Niska;78341;2017-12-27
20;Noche;Lacrim;74745;2017-12-27
21;New Rules;Dua Lipa;73241;2017-12-27
22;River (feat. Ed Sheeran);Eminem;73048;2017-12-27
23;De l'autre côté (feat. Nekfeu);Ninho;72927;2017-12-27
24;What Lovers Do (feat. SZA);Maroon 5;72492;2017-12-27
25;Shape of You;Ed Sheeran;71579;2017-12-27
26;Katchi (Ofenbach vs. Nick Waterhouse);Ofenbach;68179;2017-12-27
27;Mobali;Siboy;67965;2017-12-27
28;Let You Down;NF;67124;2017-12-27
29;Madre mia (feat. Ninho);Sadek;66567;2017-12-27
30;Glorious (feat. Skylar Grey);Macklemore;65626;2017-12-27
31;Par amour;Dadju;64822;2017-12-27
32;Θ. Macarena;Damso;64313;2017-12-27
33;Défaite de famille;Orelsan;64149;2017-12-27
34;Basique;Orelsan;63360;2017-12-27
35;Medellín;Niska;62786;2017-12-27
36;Perfect Duet (Ed Sheeran & Beyoncé);Ed Sheeran;62006;2017-12-27
37;Caméléon;Maître Gims;61901;2017-12-27
38;Perfect;Ed Sheeran;61808;2017-12-27
39;Unforgettable;French Montana;61223;2017-12-27
40;Mamacita;Ninho;61221;2017-12-27
41;Bouyon;Booba;60916;2017-12-27
42;Ε. Signaler;Damso;60796;2017-12-27
43;Feel It Still;Portugal. The Man;60791;2017-12-27
44;Ça va aller;Booba;59518;2017-12-27
45;Wolves;Selena Gomez;59288;2017-12-27
46;Papa allo;Alonzo;58677;2017-12-27
47;Him & I (with Halsey);G-Eazy;58500;2017-12-27
48;Centurion;Booba;56807;2017-12-27
49;Magnifique;Booba;55609;2017-12-27
50;À la folie;Booba;53454;2017-12-27
51;Stargazing;Kygo;53032;2017-12-27
52;Échame La Culpa;Luis Fonsi;52770;2017-12-27
53;Je pense à toi;Hornet La Frappe;51337;2017-12-27
54;Too Good At Goodbyes;Sam Smith;51335;2017-12-27
55;I Miss You (feat. Julia Michaels);Clean Bandit;51300;2017-12-27
56;Dommage;Bigflo & Oli;48896;2017-12-27
57;Whatever It Takes;Imagine Dragons;48547;2017-12-27
58;Γ. Mosaïque solitaire;Damso;47220;2017-12-27
59;Bob Marley;Dadju;47010;2017-12-27
60;Dirty Sexy Money (feat. Charli XCX & French Montana);David Guetta;46946;2017-12-27
61;Lonely Together (feat. Rita Ora);Avicii;46704;2017-12-27
62;How Long;Charlie Puth;46667;2017-12-27
63;N. J Respect R;Damso;46472;2017-12-27
64;A Different Way (with Lauv);DJ Snake;45780;2017-12-27
65;Nougat;Booba;45660;2017-12-27
66;Terrain;Booba;45013;2017-12-27
67;All Stars;Martin Solveig;44736;2017-12-27
68;DKR - Bonus Track;Booba;44427;2017-12-27
69;La tête dans les nuages;Jul;44223;2017-12-27
70;Je vais t'oublier;Jul;43951;2017-12-27
71;Sous contrôle;Dadju;43425;2017-12-27
72;Silence;Marshmello;43101;2017-12-27
73;Jusqu'au dernier gramme;PNL;42935;2017-12-27
74;1-800-273-8255;Logic;41860;2017-12-27
75;Délicieuse;Jul;41521;2017-12-27
76;I Like Me Better;Lauv;41336;2017-12-27
77;What About Us;P!nk;41200;2017-12-27
78;La fête est finie;Orelsan;40854;2017-12-27
79;Diarabi;Kaaris;40593;2017-12-27
80;Henrico;Jul;40516;2017-12-27
81;O'KCLH;4Keus Gang;40301;2017-12-27
82;Maghrébin;Hornet La Frappe;40183;2017-12-27
83;Notes pour trop tard (feat. Ibeyi);Orelsan;39827;2017-12-27
84;Veux-tu ?;Lacrim;39007;2017-12-27
85;Story X;Niska;38218;2017-12-27
86;San;Orelsan;37618;2017-12-27
87;So Far Away;Martin Garrix;37308;2017-12-27
88;Comme si de rien n'était;Dadju;36698;2017-12-27
89;"Je suis gninnin, je suis bien";Kaaris;36124;2017-12-27
90;Onizuka;PNL;35792;2017-12-27
91;Christophe (feat. Maître Gims);Orelsan;35456;2017-12-27
92;Santa's Coming For Us;Sia;35209;2017-12-27
93;Ma fierté;Dadju;34894;2017-12-27
94;États d'Amour;Amir;34861;2017-12-27
95;Zone (feat. Nekfeu & Dizzee Rascal);Orelsan;34824;2017-12-27
96;Vide;13 Block;34736;2017-12-27
97;No Roots;Alice Merton;34371;2017-12-27
98;Oublie-le;Dadju;34249;2017-12-27
99;Rose;Ninho;34019;2017-12-27
100;La pluie (feat. Stromae);Orelsan;33918;2017-12-27
101;Danser;Lisandro Cuxi;33819;2017-12-27
102;E.L.E.P.H.A.N.T - Bonus Track;Booba;33782;2017-12-27
103;Yeux disent;Lomepal;33585;2017-12-27
104;Man's Not Hot;Big Shaq;33479;2017-12-27
105;XO TOUR Llif3;Lil Uzi Vert;33260;2017-12-27
106;Chasse à l'homme;Niska;32835;2017-12-27
107;Thunder;Imagine Dragons;32633;2017-12-27
108;Laisse pas traîner ton fils (feat. Sofiane);Ninho;32593;2017-12-27
109;Django;Dadju;32488;2017-12-27
110;Paradis;Orelsan;32471;2017-12-27
111;Amigo;Jul;32392;2017-12-27
112;Je te promets;Johnny Hallyday;32207;2017-12-27
113;Elle m'a eu;Ninho;32154;2017-12-27
114;Fallait pas;Marwa Loud;31756;2017-12-27
115;Lionne;Dadju;31564;2017-12-27
116;La vache;Sadek;31501;2017-12-27
117;Pull in up;Hayce Lemsi;31373;2017-12-27
118;Anywhere;Rita Ora;31329;2017-12-27
119;I Believe I'm Fine;Robin Schulz;31134;2017-12-27
120;Koussi koussa;Kalash;30966;2017-12-27
121;Quand est-ce que ça s'arrête;Orelsan;30497;2017-12-27
122;Havana;Hayce Lemsi;30322;2017-12-27
123;All I Want for Christmas Is You;Mariah Carey;30209;2017-12-27
124;Fume à fond;Lorenzo;30172;2017-12-27
125;Mi Gente (feat. Beyoncé);J Balvin;30014;2017-12-27
126;Darkside (with Ty Dolla $ign & Future feat. Kiiara);Ty Dolla $ign;29885;2017-12-27
127;Leave a Light On;Tom Walker;29851;2017-12-27
128;Get It Right (feat. MØ);Diplo;29797;2017-12-27
129;Naked;James Arthur;29524;2017-12-27
130;Attention;Charlie Puth;29456;2017-12-27
131;Real Friends;Camila Cabello;29306;2017-12-27
132;Si t'étais là;Louane;29305;2017-12-27
133;Gericault;Lacrim;29021;2017-12-27
134;Jocelyn Flores;XXXTENTACION;28806;2017-12-27
135;Bank Account;21 Savage;28738;2017-12-27
136;"Pierre, feuille, papier, ciseaux";Columbine;28479;2017-12-27
137;Good Old Days (feat. Kesha);Macklemore;28466;2017-12-27
138;Bonne meuf;Orelsan;28043;2017-12-27
139;Suis-moi;Alonzo;27904;2017-12-27
140;Α. Nwaar Is The New Black;Damso;27831;2017-12-27
141;Orion;MMZ;27793;2017-12-27
142;Believer;Imagine Dragons;27782;2017-12-27
143;Bené;PNL;27754;2017-12-27
144;B. #QuedusaalVie;Damso;27492;2017-12-27
145;Déjà trouvé;Dadju;27475;2017-12-27
146;Seconde chance;Dadju;27414;2017-12-27
147;Gramme 2 peuf;Hornet La Frappe;27363;2017-12-27
148;Ce soir ne sors pas;Lacrim;27312;2017-12-27
149;C'est pas bon;Abou Debeing;27214;2017-12-27
150;Dead ça;Hornet La Frappe;27203;2017-12-27
151;No Limit;G-Eazy;26804;2017-12-27
152;Mauvaise graine;Nekfeu;26711;2017-12-27
153;Kébra;Kaaris;26324;2017-12-27
154;Dozo;Kaaris;26043;2017-12-27
155;Beautiful Trauma;P!nk;26025;2017-12-27
156;B.O.C;Niska;25957;2017-12-27
157;Mask Off;Future;25750;2017-12-27
158;Amour X;Niska;25680;2017-12-27
159;Le sens des affaires;Naps;25578;2017-12-27
160;Ou lalala;Jul;25533;2017-12-27
161;"Dans ma ville, on traîne";Orelsan;25524;2017-12-27
162;Mehdi;Marwa Loud;25464;2017-12-27
163;Ghetto;Benash;25324;2017-12-27
164;La lumière;Orelsan;25218;2017-12-27
165;Intuition;Dadju;25123;2017-12-27
166;Sunset Lover;Petit Biscuit;25049;2017-12-27
167;HUMBLE.;Kendrick Lamar;25021;2017-12-27
168;MMM;Naza;25005;2017-12-27
169;Life;Hamza;25003;2017-12-27
170;Mi Corazón;DJ Sem;24886;2017-12-27
171;Feels;Calvin Harris;24807;2017-12-27
172;L'envie;Johnny Hallyday;24789;2017-12-27
173;Comme les gens d'ici;Jul;24609;2017-12-27
174;Intocable;Lacrim;24560;2017-12-27
175;Despacito (Featuring Daddy Yankee);Luis Fonsi;24540;2017-12-27
176;Be Mine;Ofenbach;24533;2017-12-27
177;Trouvez-la moi;Dadju;24495;2017-12-27
178;Chocolat (feat. Awa);Lartiste;24362;2017-12-27
179;Joga O Bum Bum Tam Tam;MC Fioti;24303;2017-12-27
180;Mauvaise journée;Jul;24202;2017-12-27
181;Maléfique;Djadja & Dinaz;24012;2017-12-27
182;More Than You Know;Axwell /\ Ingrosso;23792;2017-12-27
183;Snapchat;Niska;23464;2017-12-27
184;Mi Gente;J Balvin;23457;2017-12-27
185;Congratulations;Post Malone;23103;2017-12-27
186;PDCV (Pas dans cette vie);Dosseh;23055;2017-12-27
187;Chino;Ninho;23013;2017-12-27
188;Infréquentables;Dosseh;22973;2017-12-27
189;Dans la lune;Sadek;22608;2017-12-27
190;Tous les mêmes;Lacrim;22532;2017-12-27
191;Détrôné;Rohff;22468;2017-12-27
192;Naha;PNL;22256;2017-12-27
193;MotorSport;Migos;22224;2017-12-27
194;"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)";Machine Gun Kelly;22197;2017-12-27
195;Walk On Water (feat. Beyoncé);Eminem;22122;2017-12-27
196;On était beau;Louane;22094;2017-12-27
197;Ζ. Kietu;Damso;21949;2017-12-27
198;Ouloulou;Dabs;21898;2017-12-27
199;Je traîne seul;Jul;21834;2017-12-27
200;Ric Flair Drip (& Metro Boomin);Offset;21728;2017-12-27
1;Mwaka Moon;Kalash;173300;2017-12-28
2;rockstar;Post Malone;146078;2017-12-28
3;Friday;Booba;135184;2017-12-28
4;Reine;Dadju;130272;2017-12-28
5;Tueurs;Damso;122522;2017-12-28
6;Havana;Camila Cabello;122099;2017-12-28
7;Salé;Niska;114284;2017-12-28
8;113;Booba;109765;2017-12-28
9;Petite fille;Booba;100169;2017-12-28
10;Bling Bling;Kaaris;99158;2017-12-28
11;Réseaux;Niska;93786;2017-12-28
12;Gucci Gang;Lil Pump;93083;2017-12-28
13;Drapeau noir;Booba;88038;2017-12-28
14;Dusk Till Dawn - Radio Edit;ZAYN;86228;2017-12-28
15;Ridin';Booba;84874;2017-12-28
16;Catchu Catchu;Lartiste;82877;2017-12-28
17;Tout va bien;Orelsan;81866;2017-12-28
18;New Rules;Dua Lipa;80765;2017-12-28
19;Trône;Booba;80253;2017-12-28
20;What Lovers Do (feat. SZA);Maroon 5;79476;2017-12-28
21;Tuba Life;Niska;77895;2017-12-28
22;River (feat. Ed Sheeran);Eminem;77069;2017-12-28
23;Noche;Lacrim;75970;2017-12-28
24;Katchi (Ofenbach vs. Nick Waterhouse);Ofenbach;74269;2017-12-28
25;De l'autre côté (feat. Nekfeu);Ninho;73053;2017-12-28
26;Shape of You;Ed Sheeran;72919;2017-12-28
27;Let You Down;NF;72849;2017-12-28
28;Glorious (feat. Skylar Grey);Macklemore;70596;2017-12-28
29;Mobali;Siboy;68924;2017-12-28
30;Madre mia (feat. Ninho);Sadek;67053;2017-12-28
31;Caméléon;Maître Gims;67017;2017-12-28
32;Unforgettable;French Montana;66558;2017-12-28
33;Perfect Duet (Ed Sheeran & Beyoncé);Ed Sheeran;66284;2017-12-28
34;Wolves;Selena Gomez;65667;2017-12-28
35;Him & I (with Halsey);G-Eazy;65324;2017-12-28
36;Θ. Macarena;Damso;64940;2017-12-28
37;Par amour;Dadju;64907;2017-12-28
38;Défaite de famille;Orelsan;63671;2017-12-28
39;Feel It Still;Portugal. The Man;63050;2017-12-28
40;Medellín;Niska;62606;2017-12-28
41;Basique;Orelsan;62597;2017-12-28
42;Perfect;Ed Sheeran;62318;2017-12-28
43;Mamacita;Ninho;61472;2017-12-28
44;Ε. Signaler;Damso;61012;2017-12-28
45;Bouyon;Booba;59973;2017-12-28
46;Ça va aller;Booba;59404;2017-12-28
47;Papa allo;Alonzo;58423;2017-12-28
48;Stargazing;Kygo;58401;2017-12-28
49;Échame La Culpa;Luis Fonsi;58095;2017-12-28
50;I Miss You (feat. Julia Michaels);Clean Bandit;58051;2017-12-28
51;Centurion;Booba;56139;2017-12-28
52;Too Good At Goodbyes;Sam Smith;55369;2017-12-28
53;Magnifique;Booba;55277;2017-12-28
54;À la folie;Booba;53256;2017-12-28
55;Whatever It Takes;Imagine Dragons;53174;2017-12-28
56;Lonely Together (feat. Rita Ora);Avicii;52173;2017-12-28
57;Je pense à toi;Hornet La Frappe;51391;2017-12-28
58;How Long;Charlie Puth;51118;2017-12-28
59;A Different Way (with Lauv);DJ Snake;50972;2017-12-28
60;Dirty Sexy Money (feat. Charli XCX & French Montana);David Guetta;50714;2017-12-28
61;All Stars;Martin Solveig;48628;2017-12-28
62;Dommage;Bigflo & Oli;48514;2017-12-28
63;La tête dans les nuages;Jul;47682;2017-12-28
64;Bob Marley;Dadju;47521;2017-12-28
65;Γ. Mosaïque solitaire;Damso;47490;2017-12-28
66;N. J Respect R;Damso;47074;2017-12-28
67;I Like Me Better;Lauv;46940;2017-12-28
68;Silence;Marshmello;46843;2017-12-28
69;1-800-273-8255;Logic;46090;2017-12-28
70;Je vais t'oublier;Jul;45298;2017-12-28
71;Nougat;Booba;44894;2017-12-28
72;Terrain;Booba;44188;2017-12-28
73;DKR - Bonus Track;Booba;44184;2017-12-28
74;Sous contrôle;Dadju;44002;2017-12-28
75;Délicieuse;Jul;43616;2017-12-28
76;Jusqu'au dernier gramme;PNL;43574;2017-12-28
77;What About Us;P!nk;43149;2017-12-28
78;Diarabi;Kaaris;43079;2017-12-28
79;So Far Away;Martin Garrix;42643;2017-12-28
80;Henrico;Jul;41465;2017-12-28
81;La fête est finie;Orelsan;40978;2017-12-28
82;O'KCLH;4Keus Gang;40860;2017-12-28
83;Notes pour trop tard (feat. Ibeyi);Orelsan;40047;2017-12-28
84;Veux-tu ?;Lacrim;39817;2017-12-28
85;Maghrébin;Hornet La Frappe;39578;2017-12-28
86;États d'Amour;Amir;38987;2017-12-28
87;Danser;Lisandro Cuxi;38820;2017-12-28
88;Story X;Niska;38438;2017-12-28
89;San;Orelsan;37386;2017-12-28
90;Vide;13 Block;37303;2017-12-28
91;No Roots;Alice Merton;37028;2017-12-28
92;Comme si de rien n'était;Dadju;36473;2017-12-28
93;"Je suis gninnin, je suis bien";Kaaris;36248;2017-12-28
94;Santa's Coming For Us;Sia;35966;2017-12-28
95;Christophe (feat. Maître Gims);Orelsan;35800;2017-12-28
96;Onizuka;PNL;35741;2017-12-28
97;Man's Not Hot;Big Shaq;35294;2017-12-28
98;XO TOUR Llif3;Lil Uzi Vert;34981;2017-12-28
99;Ma fierté;Dadju;34763;2017-12-28
100;Thunder;Imagine Dragons;34484;2017-12-28
101;Oublie-le;Dadju;34367;2017-12-28
102;Zone (feat. Nekfeu & Dizzee Rascal);Orelsan;34275;2017-12-28
103;Rose;Ninho;34186;2017-12-28
104;I Believe I'm Fine;Robin Schulz;34128;2017-12-28
105;Yeux disent;Lomepal;33861;2017-12-28
106;Leave a Light On;Tom Walker;33842;2017-12-28
107;Amigo;Jul;33808;2017-12-28
108;Anywhere;Rita Ora;33706;2017-12-28
109;Get It Right (feat. MØ);Diplo;33580;2017-12-28
110;Laisse pas traîner ton fils (feat. Sofiane);Ninho;33505;2017-12-28
111;E.L.E.P.H.A.N.T - Bonus Track;Booba;33386;2017-12-28
112;Darkside (with Ty Dolla $ign & Future feat. Kiiara);Ty Dolla $ign;33212;2017-12-28
113;Naked;James Arthur;33156;2017-12-28
114;Si t'étais là;Louane;33024;2017-12-28
115;Pull in up;Hayce Lemsi;32813;2017-12-28
116;Mi Gente (feat. Beyoncé);J Balvin;32642;2017-12-28
117;Chasse à l'homme;Niska;32575;2017-12-28
118;Django;Dadju;32489;2017-12-28
119;Elle m'a eu;Ninho;32468;2017-12-28
120;Paradis;Orelsan;32429;2017-12-28
121;Real Friends;Camila Cabello;32406;2017-12-28
122;La pluie (feat. Stromae);Orelsan;32351;2017-12-28
123;Koussi koussa;Kalash;32096;2017-12-28
124;Havana;Hayce Lemsi;31929;2017-12-28
125;Fallait pas;Marwa Loud;31789;2017-12-28
126;Lionne;Dadju;31182;2017-12-28
127;La vache;Sadek;31151;2017-12-28
128;Je te promets;Johnny Hallyday;31148;2017-12-28
129;Quand est-ce que ça s'arrête;Orelsan;30925;2017-12-28
130;Good Old Days (feat. Kesha);Macklemore;30887;2017-12-28
131;Fume à fond;Lorenzo;30197;2017-12-28
132;Bank Account;21 Savage;29780;2017-12-28
133;No Limit;G-Eazy;29273;2017-12-28
134;Attention;Charlie Puth;29189;2017-12-28
135;Gericault;Lacrim;28837;2017-12-28
136;Beautiful Trauma;P!nk;28538;2017-12-28
137;Bonne meuf;Orelsan;28405;2017-12-28
138;Suis-moi;Alonzo;28124;2017-12-28
139;"Pierre, feuille, papier, ciseaux";Columbine;28066;2017-12-28
140;B. #QuedusaalVie;Damso;27869;2017-12-28
141;Α. Nwaar Is The New Black;Damso;27832;2017-12-28
142;Orion;MMZ;27809;2017-12-28
143;Déjà trouvé;Dadju;27793;2017-12-28
144;C'est pas bon;Abou Debeing;27724;2017-12-28
145;Bené;PNL;27689;2017-12-28
146;Mauvaise journée;Jul;27437;2017-12-28
147;Gramme 2 peuf;Hornet La Frappe;27311;2017-12-28
148;Comme les gens d'ici;Jul;27233;2017-12-28
149;Ce soir ne sors pas;Lacrim;27120;2017-12-28
150;Dead ça;Hornet La Frappe;27076;2017-12-28
151;Believer;Imagine Dragons;26916;2017-12-28
152;Kébra;Kaaris;26902;2017-12-28
153;Seconde chance;Dadju;26851;2017-12-28
154;Be Mine;Ofenbach;26714;2017-12-28
155;HUMBLE.;Kendrick Lamar;26692;2017-12-28
156;Ou lalala;Jul;26591;2017-12-28
157;Mauvaise graine;Nekfeu;26496;2017-12-28
158;Le sens des affaires;Naps;26433;2017-12-28
159;Dozo;Kaaris;26191;2017-12-28
160;B.O.C;Niska;26049;2017-12-28
161;Despacito (Featuring Daddy Yankee);Luis Fonsi;25867;2017-12-28
162;Ghetto;Benash;25730;2017-12-28
163;Mask Off;Future;25724;2017-12-28
164;Joga O Bum Bum Tam Tam;MC Fioti;25652;2017-12-28
165;"Dans ma ville, on traîne";Orelsan;25525;2017-12-28
166;MMM;Naza;25520;2017-12-28
167;Feels;Calvin Harris;25465;2017-12-28
168;Jocelyn Flores;XXXTENTACION;25441;2017-12-28
169;Amour X;Niska;25427;2017-12-28
170;Mi Corazón;DJ Sem;25358;2017-12-28
171;La lumière;Orelsan;25281;2017-12-28
172;Life;Hamza;25259;2017-12-28
173;Mehdi;Marwa Loud;25249;2017-12-28
